"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","SEIFA_IRSD","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","14.4","15.2","15.1","15.8","12.0","20.4","0","7.7","14.7"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","25.5","18.1","20.5","19.0","21.7","15.3","21.1","19.2","21.6"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","15.5","12.9","15.3","18.0","17.5","8.3","15.8","50.0","15.4"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","40.8","45.1","41.5","42.3","46.6","48.4","63.2","23.1","42.6"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 3","Residential Care","","All permanent residents","SEIFA IRSD quintile 3","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4064","2326","3052","1218","1017","157","19","26","11879"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.0","2.3","1.5","0.3","0.6","1.5","0","0","1.4"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.1","5.2","5.4","3.4","1.2","7.1","1.9","0","3.9"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","11.6","14.2","15.8","11.1","7.3","19.4","9.7","9.1","13.0"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","26.8","17.4","22.3","18.5","20.9","20.4","21.4","18.2","21.3"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","16.7","15.7","15.6","17.2","17.9","13.8","17.5","38.2","16.4"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","41.7","45.3","39.4","49.5","52.0","37.8","49.4","34.5","44.0"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 4","Residential Care","","All permanent residents","SEIFA IRSD quintile 4","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","2493","3054","2641","1230","1055","196","154","55","10878"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","0.8","2.4","0.6","1.3","0","0.8","0","0","1.3"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","1.2","6.0","4.7","3.4","1.7","4.0","1.9","0","3.4"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","8.4","13.9","12.4","11.8","8.8","18.3","10.2","7.7","11.2"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","26.3","17.9","21.8","17.0","25.4","16.7","19.6","23.1","21.7"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","17.8","13.9","15.6","17.8","18.3","13.5","14.3","34.6","16.2"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","Elapsed time between assessment approval and entry into aged care services","9 months or over","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","45.4","45.9","45.0","48.7","45.7","46.8","53.9","34.6","46.3"
"14A.37","2020-21","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 5","Residential Care","","All permanent residents","SEIFA IRSD quintile 5","","","Total admissions","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","no.","4361","3842","1547","1497","748","126","566","26","12713"
"14A.37","2019-20","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","2 days or less","","","","","Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","2.1","3.1","1.8","1.4","0.6","3.5","0","4.5","2.1"
"14A.37","2019-20","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","3 to 7 days","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","4.0","6.8","7.1","3.5","1.9","7.5","0","0","5.4"
"14A.37","2019-20","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","8 days to <1 month","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","15.9","16.4","17.0","12.7","9.9","16.7","12.5","4.6","15.4"
"14A.37","2019-20","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","1 month to <3 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","26.2","19.3","19.7","16.1","22.2","16.4","18.8","13.6","21.6"
"14A.37","2019-20","Elapsed time","All ages","All people","All people","All areas","SEIFA IRSD quintile 1","Residential Care","","All permanent residents","SEIFA IRSD quintile 1","","Elapsed time between assessment approval and entry into aged care services","3 months to <9 months","","","","","Derived from Australian Government Department of Health Disability and Ageing Aged Care data Snapshot","%","15.7","15.0","14.8","19.0","21.1","15.9","25.0","36.4","16.2"
